Module	Section	Sample Name	Source
FastQC	all_sections	HP1502401_A4	/scratch/goodier.r/files/qc_reports/HP1502401_A4_fastqc.zip
FastQC	all_sections	HP1502401_A5	/scratch/goodier.r/files/qc_reports/HP1502401_A5_fastqc.zip
FastQC	all_sections	HP1502401_A6	/scratch/goodier.r/files/qc_reports/HP1502401_A6_fastqc.zip
FastQC	all_sections	HP1502401_A7	/scratch/goodier.r/files/qc_reports/HP1502401_A7_fastqc.zip
FastQC	all_sections	HP1502401_B10	/scratch/goodier.r/files/qc_reports/HP1502401_B10_fastqc.zip
FastQC	all_sections	HP1502401_B16	/scratch/goodier.r/files/qc_reports/HP1502401_B16_fastqc.zip
FastQC	all_sections	HP1502401_B17	/scratch/goodier.r/files/qc_reports/HP1502401_B17_fastqc.zip
FastQC	all_sections	HP1502401_B18	/scratch/goodier.r/files/qc_reports/HP1502401_B18_fastqc.zip
FastQC	all_sections	HP1502401_B1	/scratch/goodier.r/files/qc_reports/HP1502401_B1_fastqc.zip
FastQC	all_sections	HP1502401_B20	/scratch/goodier.r/files/qc_reports/HP1502401_B20_fastqc.zip
FastQC	all_sections	HP1502401_B21	/scratch/goodier.r/files/qc_reports/HP1502401_B21_fastqc.zip
FastQC	all_sections	HP1502401_B23	/scratch/goodier.r/files/qc_reports/HP1502401_B23_fastqc.zip
FastQC	all_sections	HP1502401_B24	/scratch/goodier.r/files/qc_reports/HP1502401_B24_fastqc.zip
FastQC	all_sections	HP1502401_B5	/scratch/goodier.r/files/qc_reports/HP1502401_B5_fastqc.zip
FastQC	all_sections	HP1502401_B7	/scratch/goodier.r/files/qc_reports/HP1502401_B7_fastqc.zip
FastQC	all_sections	HP1502401_B8	/scratch/goodier.r/files/qc_reports/HP1502401_B8_fastqc.zip
FastQC	all_sections	HP1502401_C10	/scratch/goodier.r/files/qc_reports/HP1502401_C10_fastqc.zip
FastQC	all_sections	HP1502401_C14	/scratch/goodier.r/files/qc_reports/HP1502401_C14_fastqc.zip
FastQC	all_sections	HP1502401_C16	/scratch/goodier.r/files/qc_reports/HP1502401_C16_fastqc.zip
FastQC	all_sections	HP1502401_C18	/scratch/goodier.r/files/qc_reports/HP1502401_C18_fastqc.zip
FastQC	all_sections	HP1502401_C1	/scratch/goodier.r/files/qc_reports/HP1502401_C1_fastqc.zip
FastQC	all_sections	HP1502401_C20	/scratch/goodier.r/files/qc_reports/HP1502401_C20_fastqc.zip
FastQC	all_sections	HP1502401_C21	/scratch/goodier.r/files/qc_reports/HP1502401_C21_fastqc.zip
FastQC	all_sections	HP1502401_C4	/scratch/goodier.r/files/qc_reports/HP1502401_C4_fastqc.zip
FastQC	all_sections	HP1502401_C5	/scratch/goodier.r/files/qc_reports/HP1502401_C5_fastqc.zip
FastQC	all_sections	HP1502401_C6	/scratch/goodier.r/files/qc_reports/HP1502401_C6_fastqc.zip
FastQC	all_sections	HP1502401_C7	/scratch/goodier.r/files/qc_reports/HP1502401_C7_fastqc.zip
FastQC	all_sections	HP1502401_C8	/scratch/goodier.r/files/qc_reports/HP1502401_C8_fastqc.zip
FastQC	all_sections	HP1502401_D10	/scratch/goodier.r/files/qc_reports/HP1502401_D10_fastqc.zip
FastQC	all_sections	HP1502401_D12	/scratch/goodier.r/files/qc_reports/HP1502401_D12_fastqc.zip
FastQC	all_sections	HP1502401_D16	/scratch/goodier.r/files/qc_reports/HP1502401_D16_fastqc.zip
FastQC	all_sections	HP1502401_D17	/scratch/goodier.r/files/qc_reports/HP1502401_D17_fastqc.zip
FastQC	all_sections	HP1502401_D18	/scratch/goodier.r/files/qc_reports/HP1502401_D18_fastqc.zip
FastQC	all_sections	HP1502401_D1	/scratch/goodier.r/files/qc_reports/HP1502401_D1_fastqc.zip
FastQC	all_sections	HP1502401_D20	/scratch/goodier.r/files/qc_reports/HP1502401_D20_fastqc.zip
FastQC	all_sections	HP1502401_D22	/scratch/goodier.r/files/qc_reports/HP1502401_D22_fastqc.zip
FastQC	all_sections	HP1502401_D24	/scratch/goodier.r/files/qc_reports/HP1502401_D24_fastqc.zip
FastQC	all_sections	HP1502401_D2	/scratch/goodier.r/files/qc_reports/HP1502401_D2_fastqc.zip
FastQC	all_sections	HP1502401_D3	/scratch/goodier.r/files/qc_reports/HP1502401_D3_fastqc.zip
FastQC	all_sections	HP1502401_D4	/scratch/goodier.r/files/qc_reports/HP1502401_D4_fastqc.zip
FastQC	all_sections	HP1502401_D5	/scratch/goodier.r/files/qc_reports/HP1502401_D5_fastqc.zip
FastQC	all_sections	HP1502401_D6	/scratch/goodier.r/files/qc_reports/HP1502401_D6_fastqc.zip
FastQC	all_sections	HP1502401_D8	/scratch/goodier.r/files/qc_reports/HP1502401_D8_fastqc.zip
FastQC	all_sections	HP1502401_E10	/scratch/goodier.r/files/qc_reports/HP1502401_E10_fastqc.zip
FastQC	all_sections	HP1502401_E11	/scratch/goodier.r/files/qc_reports/HP1502401_E11_fastqc.zip
FastQC	all_sections	HP1502401_E14	/scratch/goodier.r/files/qc_reports/HP1502401_E14_fastqc.zip
FastQC	all_sections	HP1502401_E16	/scratch/goodier.r/files/qc_reports/HP1502401_E16_fastqc.zip
FastQC	all_sections	HP1502401_E17	/scratch/goodier.r/files/qc_reports/HP1502401_E17_fastqc.zip
FastQC	all_sections	HP1502401_E19	/scratch/goodier.r/files/qc_reports/HP1502401_E19_fastqc.zip
FastQC	all_sections	HP1502401_E20	/scratch/goodier.r/files/qc_reports/HP1502401_E20_fastqc.zip
FastQC	all_sections	HP1502401_E21	/scratch/goodier.r/files/qc_reports/HP1502401_E21_fastqc.zip
FastQC	all_sections	HP1502401_E22	/scratch/goodier.r/files/qc_reports/HP1502401_E22_fastqc.zip
FastQC	all_sections	HP1502401_E23	/scratch/goodier.r/files/qc_reports/HP1502401_E23_fastqc.zip
FastQC	all_sections	HP1502401_E24	/scratch/goodier.r/files/qc_reports/HP1502401_E24_fastqc.zip
FastQC	all_sections	HP1502401_E2	/scratch/goodier.r/files/qc_reports/HP1502401_E2_fastqc.zip
FastQC	all_sections	HP1502401_E3	/scratch/goodier.r/files/qc_reports/HP1502401_E3_fastqc.zip
FastQC	all_sections	HP1502401_E5	/scratch/goodier.r/files/qc_reports/HP1502401_E5_fastqc.zip
FastQC	all_sections	HP1502401_E6	/scratch/goodier.r/files/qc_reports/HP1502401_E6_fastqc.zip
FastQC	all_sections	HP1502401_E7	/scratch/goodier.r/files/qc_reports/HP1502401_E7_fastqc.zip
FastQC	all_sections	HP1502401_E9	/scratch/goodier.r/files/qc_reports/HP1502401_E9_fastqc.zip
FastQC	all_sections	HP1502401_F10	/scratch/goodier.r/files/qc_reports/HP1502401_F10_fastqc.zip
FastQC	all_sections	HP1502401_F12	/scratch/goodier.r/files/qc_reports/HP1502401_F12_fastqc.zip
FastQC	all_sections	HP1502401_F15	/scratch/goodier.r/files/qc_reports/HP1502401_F15_fastqc.zip
FastQC	all_sections	HP1502401_F16	/scratch/goodier.r/files/qc_reports/HP1502401_F16_fastqc.zip
FastQC	all_sections	HP1502401_F17	/scratch/goodier.r/files/qc_reports/HP1502401_F17_fastqc.zip
FastQC	all_sections	HP1502401_F18	/scratch/goodier.r/files/qc_reports/HP1502401_F18_fastqc.zip
FastQC	all_sections	HP1502401_F19	/scratch/goodier.r/files/qc_reports/HP1502401_F19_fastqc.zip
FastQC	all_sections	HP1502401_F20	/scratch/goodier.r/files/qc_reports/HP1502401_F20_fastqc.zip
FastQC	all_sections	HP1502401_F21	/scratch/goodier.r/files/qc_reports/HP1502401_F21_fastqc.zip
FastQC	all_sections	HP1502401_F22	/scratch/goodier.r/files/qc_reports/HP1502401_F22_fastqc.zip
FastQC	all_sections	HP1502401_F23	/scratch/goodier.r/files/qc_reports/HP1502401_F23_fastqc.zip
FastQC	all_sections	HP1502401_F24	/scratch/goodier.r/files/qc_reports/HP1502401_F24_fastqc.zip
FastQC	all_sections	HP1502401_G10	/scratch/goodier.r/files/qc_reports/HP1502401_G10_fastqc.zip
FastQC	all_sections	HP1502401_G11	/scratch/goodier.r/files/qc_reports/HP1502401_G11_fastqc.zip
FastQC	all_sections	HP1502401_G12	/scratch/goodier.r/files/qc_reports/HP1502401_G12_fastqc.zip
FastQC	all_sections	HP1502401_G18	/scratch/goodier.r/files/qc_reports/HP1502401_G18_fastqc.zip
FastQC	all_sections	HP1502401_G20	/scratch/goodier.r/files/qc_reports/HP1502401_G20_fastqc.zip
FastQC	all_sections	HP1502401_G21	/scratch/goodier.r/files/qc_reports/HP1502401_G21_fastqc.zip
FastQC	all_sections	HP1502401_G22	/scratch/goodier.r/files/qc_reports/HP1502401_G22_fastqc.zip
FastQC	all_sections	HP1502401_G23	/scratch/goodier.r/files/qc_reports/HP1502401_G23_fastqc.zip
FastQC	all_sections	HP1502401_G24	/scratch/goodier.r/files/qc_reports/HP1502401_G24_fastqc.zip
FastQC	all_sections	HP1502401_G2	/scratch/goodier.r/files/qc_reports/HP1502401_G2_fastqc.zip
FastQC	all_sections	HP1502401_G4	/scratch/goodier.r/files/qc_reports/HP1502401_G4_fastqc.zip
FastQC	all_sections	HP1502401_G5	/scratch/goodier.r/files/qc_reports/HP1502401_G5_fastqc.zip
FastQC	all_sections	HP1502401_G6	/scratch/goodier.r/files/qc_reports/HP1502401_G6_fastqc.zip
FastQC	all_sections	HP1502401_G7	/scratch/goodier.r/files/qc_reports/HP1502401_G7_fastqc.zip
FastQC	all_sections	HP1502401_G8	/scratch/goodier.r/files/qc_reports/HP1502401_G8_fastqc.zip
FastQC	all_sections	HP1502401_H10	/scratch/goodier.r/files/qc_reports/HP1502401_H10_fastqc.zip
FastQC	all_sections	HP1502401_H11	/scratch/goodier.r/files/qc_reports/HP1502401_H11_fastqc.zip
FastQC	all_sections	HP1502401_H12	/scratch/goodier.r/files/qc_reports/HP1502401_H12_fastqc.zip
FastQC	all_sections	HP1502401_H15	/scratch/goodier.r/files/qc_reports/HP1502401_H15_fastqc.zip
FastQC	all_sections	HP1502401_H16	/scratch/goodier.r/files/qc_reports/HP1502401_H16_fastqc.zip
FastQC	all_sections	HP1502401_H18	/scratch/goodier.r/files/qc_reports/HP1502401_H18_fastqc.zip
FastQC	all_sections	HP1502401_H19	/scratch/goodier.r/files/qc_reports/HP1502401_H19_fastqc.zip
FastQC	all_sections	HP1502401_H1	/scratch/goodier.r/files/qc_reports/HP1502401_H1_fastqc.zip
FastQC	all_sections	HP1502401_H20	/scratch/goodier.r/files/qc_reports/HP1502401_H20_fastqc.zip
FastQC	all_sections	HP1502401_H21	/scratch/goodier.r/files/qc_reports/HP1502401_H21_fastqc.zip
FastQC	all_sections	HP1502401_H22	/scratch/goodier.r/files/qc_reports/HP1502401_H22_fastqc.zip
FastQC	all_sections	HP1502401_H23	/scratch/goodier.r/files/qc_reports/HP1502401_H23_fastqc.zip
FastQC	all_sections	HP1502401_H24	/scratch/goodier.r/files/qc_reports/HP1502401_H24_fastqc.zip
FastQC	all_sections	HP1502401_H2	/scratch/goodier.r/files/qc_reports/HP1502401_H2_fastqc.zip
FastQC	all_sections	HP1502401_H3	/scratch/goodier.r/files/qc_reports/HP1502401_H3_fastqc.zip
FastQC	all_sections	HP1502401_H4	/scratch/goodier.r/files/qc_reports/HP1502401_H4_fastqc.zip
FastQC	all_sections	HP1502401_H5	/scratch/goodier.r/files/qc_reports/HP1502401_H5_fastqc.zip
FastQC	all_sections	HP1502401_H6	/scratch/goodier.r/files/qc_reports/HP1502401_H6_fastqc.zip
FastQC	all_sections	HP1502401_H8	/scratch/goodier.r/files/qc_reports/HP1502401_H8_fastqc.zip
FastQC	all_sections	HP1502401_I10	/scratch/goodier.r/files/qc_reports/HP1502401_I10_fastqc.zip
FastQC	all_sections	HP1502401_I11	/scratch/goodier.r/files/qc_reports/HP1502401_I11_fastqc.zip
FastQC	all_sections	HP1502401_I12	/scratch/goodier.r/files/qc_reports/HP1502401_I12_fastqc.zip
FastQC	all_sections	HP1502401_I14	/scratch/goodier.r/files/qc_reports/HP1502401_I14_fastqc.zip
FastQC	all_sections	HP1502401_I15	/scratch/goodier.r/files/qc_reports/HP1502401_I15_fastqc.zip
FastQC	all_sections	HP1502401_I16	/scratch/goodier.r/files/qc_reports/HP1502401_I16_fastqc.zip
FastQC	all_sections	HP1502401_I17	/scratch/goodier.r/files/qc_reports/HP1502401_I17_fastqc.zip
FastQC	all_sections	HP1502401_I18	/scratch/goodier.r/files/qc_reports/HP1502401_I18_fastqc.zip
FastQC	all_sections	HP1502401_I1	/scratch/goodier.r/files/qc_reports/HP1502401_I1_fastqc.zip
FastQC	all_sections	HP1502401_I21	/scratch/goodier.r/files/qc_reports/HP1502401_I21_fastqc.zip
FastQC	all_sections	HP1502401_I22	/scratch/goodier.r/files/qc_reports/HP1502401_I22_fastqc.zip
FastQC	all_sections	HP1502401_I23	/scratch/goodier.r/files/qc_reports/HP1502401_I23_fastqc.zip
FastQC	all_sections	HP1502401_I24	/scratch/goodier.r/files/qc_reports/HP1502401_I24_fastqc.zip
FastQC	all_sections	HP1502401_I2	/scratch/goodier.r/files/qc_reports/HP1502401_I2_fastqc.zip
FastQC	all_sections	HP1502401_I4	/scratch/goodier.r/files/qc_reports/HP1502401_I4_fastqc.zip
FastQC	all_sections	HP1502401_I6	/scratch/goodier.r/files/qc_reports/HP1502401_I6_fastqc.zip
FastQC	all_sections	HP1502401_I8	/scratch/goodier.r/files/qc_reports/HP1502401_I8_fastqc.zip
FastQC	all_sections	HP1502401_I9	/scratch/goodier.r/files/qc_reports/HP1502401_I9_fastqc.zip
FastQC	all_sections	HP1502401_J10	/scratch/goodier.r/files/qc_reports/HP1502401_J10_fastqc.zip
FastQC	all_sections	HP1502401_J11	/scratch/goodier.r/files/qc_reports/HP1502401_J11_fastqc.zip
FastQC	all_sections	HP1502401_J12	/scratch/goodier.r/files/qc_reports/HP1502401_J12_fastqc.zip
FastQC	all_sections	HP1502401_J15	/scratch/goodier.r/files/qc_reports/HP1502401_J15_fastqc.zip
FastQC	all_sections	HP1502401_J16	/scratch/goodier.r/files/qc_reports/HP1502401_J16_fastqc.zip
FastQC	all_sections	HP1502401_J17	/scratch/goodier.r/files/qc_reports/HP1502401_J17_fastqc.zip
FastQC	all_sections	HP1502401_J18	/scratch/goodier.r/files/qc_reports/HP1502401_J18_fastqc.zip
FastQC	all_sections	HP1502401_J19	/scratch/goodier.r/files/qc_reports/HP1502401_J19_fastqc.zip
FastQC	all_sections	HP1502401_J1	/scratch/goodier.r/files/qc_reports/HP1502401_J1_fastqc.zip
FastQC	all_sections	HP1502401_J20	/scratch/goodier.r/files/qc_reports/HP1502401_J20_fastqc.zip
FastQC	all_sections	HP1502401_J21	/scratch/goodier.r/files/qc_reports/HP1502401_J21_fastqc.zip
FastQC	all_sections	HP1502401_J22	/scratch/goodier.r/files/qc_reports/HP1502401_J22_fastqc.zip
FastQC	all_sections	HP1502401_J23	/scratch/goodier.r/files/qc_reports/HP1502401_J23_fastqc.zip
FastQC	all_sections	HP1502401_J24	/scratch/goodier.r/files/qc_reports/HP1502401_J24_fastqc.zip
FastQC	all_sections	HP1502401_J2	/scratch/goodier.r/files/qc_reports/HP1502401_J2_fastqc.zip
FastQC	all_sections	HP1502401_J4	/scratch/goodier.r/files/qc_reports/HP1502401_J4_fastqc.zip
FastQC	all_sections	HP1502401_J6	/scratch/goodier.r/files/qc_reports/HP1502401_J6_fastqc.zip
FastQC	all_sections	HP1502401_J8	/scratch/goodier.r/files/qc_reports/HP1502401_J8_fastqc.zip
FastQC	all_sections	HP1502401_K10	/scratch/goodier.r/files/qc_reports/HP1502401_K10_fastqc.zip
FastQC	all_sections	HP1502401_K14	/scratch/goodier.r/files/qc_reports/HP1502401_K14_fastqc.zip
FastQC	all_sections	HP1502401_K16	/scratch/goodier.r/files/qc_reports/HP1502401_K16_fastqc.zip
FastQC	all_sections	HP1502401_K17	/scratch/goodier.r/files/qc_reports/HP1502401_K17_fastqc.zip
FastQC	all_sections	HP1502401_K19	/scratch/goodier.r/files/qc_reports/HP1502401_K19_fastqc.zip
FastQC	all_sections	HP1502401_K20	/scratch/goodier.r/files/qc_reports/HP1502401_K20_fastqc.zip
FastQC	all_sections	HP1502401_K21	/scratch/goodier.r/files/qc_reports/HP1502401_K21_fastqc.zip
FastQC	all_sections	HP1502401_K22	/scratch/goodier.r/files/qc_reports/HP1502401_K22_fastqc.zip
FastQC	all_sections	HP1502401_K23	/scratch/goodier.r/files/qc_reports/HP1502401_K23_fastqc.zip
FastQC	all_sections	HP1502401_K24	/scratch/goodier.r/files/qc_reports/HP1502401_K24_fastqc.zip
FastQC	all_sections	HP1502401_K2	/scratch/goodier.r/files/qc_reports/HP1502401_K2_fastqc.zip
FastQC	all_sections	HP1502401_K3	/scratch/goodier.r/files/qc_reports/HP1502401_K3_fastqc.zip
FastQC	all_sections	HP1502401_K5	/scratch/goodier.r/files/qc_reports/HP1502401_K5_fastqc.zip
FastQC	all_sections	HP1502401_K6	/scratch/goodier.r/files/qc_reports/HP1502401_K6_fastqc.zip
FastQC	all_sections	HP1502401_K9	/scratch/goodier.r/files/qc_reports/HP1502401_K9_fastqc.zip
FastQC	all_sections	HP1502401_L10	/scratch/goodier.r/files/qc_reports/HP1502401_L10_fastqc.zip
FastQC	all_sections	HP1502401_L11	/scratch/goodier.r/files/qc_reports/HP1502401_L11_fastqc.zip
FastQC	all_sections	HP1502401_L12	/scratch/goodier.r/files/qc_reports/HP1502401_L12_fastqc.zip
FastQC	all_sections	HP1502401_L13	/scratch/goodier.r/files/qc_reports/HP1502401_L13_fastqc.zip
FastQC	all_sections	HP1502401_L14	/scratch/goodier.r/files/qc_reports/HP1502401_L14_fastqc.zip
FastQC	all_sections	HP1502401_L15	/scratch/goodier.r/files/qc_reports/HP1502401_L15_fastqc.zip
FastQC	all_sections	HP1502401_L16	/scratch/goodier.r/files/qc_reports/HP1502401_L16_fastqc.zip
FastQC	all_sections	HP1502401_L17	/scratch/goodier.r/files/qc_reports/HP1502401_L17_fastqc.zip
FastQC	all_sections	HP1502401_L18	/scratch/goodier.r/files/qc_reports/HP1502401_L18_fastqc.zip
FastQC	all_sections	HP1502401_L1	/scratch/goodier.r/files/qc_reports/HP1502401_L1_fastqc.zip
FastQC	all_sections	HP1502401_L20	/scratch/goodier.r/files/qc_reports/HP1502401_L20_fastqc.zip
FastQC	all_sections	HP1502401_L21	/scratch/goodier.r/files/qc_reports/HP1502401_L21_fastqc.zip
FastQC	all_sections	HP1502401_L22	/scratch/goodier.r/files/qc_reports/HP1502401_L22_fastqc.zip
FastQC	all_sections	HP1502401_L23	/scratch/goodier.r/files/qc_reports/HP1502401_L23_fastqc.zip
FastQC	all_sections	HP1502401_L2	/scratch/goodier.r/files/qc_reports/HP1502401_L2_fastqc.zip
FastQC	all_sections	HP1502401_L3	/scratch/goodier.r/files/qc_reports/HP1502401_L3_fastqc.zip
FastQC	all_sections	HP1502401_L4	/scratch/goodier.r/files/qc_reports/HP1502401_L4_fastqc.zip
FastQC	all_sections	HP1502401_L5	/scratch/goodier.r/files/qc_reports/HP1502401_L5_fastqc.zip
FastQC	all_sections	HP1502401_L7	/scratch/goodier.r/files/qc_reports/HP1502401_L7_fastqc.zip
FastQC	all_sections	HP1502401_M11	/scratch/goodier.r/files/qc_reports/HP1502401_M11_fastqc.zip
FastQC	all_sections	HP1502401_M12	/scratch/goodier.r/files/qc_reports/HP1502401_M12_fastqc.zip
FastQC	all_sections	HP1502401_M14	/scratch/goodier.r/files/qc_reports/HP1502401_M14_fastqc.zip
FastQC	all_sections	HP1502401_M15	/scratch/goodier.r/files/qc_reports/HP1502401_M15_fastqc.zip
FastQC	all_sections	HP1502401_M16	/scratch/goodier.r/files/qc_reports/HP1502401_M16_fastqc.zip
FastQC	all_sections	HP1502401_M17	/scratch/goodier.r/files/qc_reports/HP1502401_M17_fastqc.zip
FastQC	all_sections	HP1502401_M18	/scratch/goodier.r/files/qc_reports/HP1502401_M18_fastqc.zip
FastQC	all_sections	HP1502401_M19	/scratch/goodier.r/files/qc_reports/HP1502401_M19_fastqc.zip
FastQC	all_sections	HP1502401_M1	/scratch/goodier.r/files/qc_reports/HP1502401_M1_fastqc.zip
FastQC	all_sections	HP1502401_M20	/scratch/goodier.r/files/qc_reports/HP1502401_M20_fastqc.zip
FastQC	all_sections	HP1502401_M21	/scratch/goodier.r/files/qc_reports/HP1502401_M21_fastqc.zip
FastQC	all_sections	HP1502401_M22	/scratch/goodier.r/files/qc_reports/HP1502401_M22_fastqc.zip
FastQC	all_sections	HP1502401_M23	/scratch/goodier.r/files/qc_reports/HP1502401_M23_fastqc.zip
FastQC	all_sections	HP1502401_M24	/scratch/goodier.r/files/qc_reports/HP1502401_M24_fastqc.zip
FastQC	all_sections	HP1502401_M2	/scratch/goodier.r/files/qc_reports/HP1502401_M2_fastqc.zip
FastQC	all_sections	HP1502401_M3	/scratch/goodier.r/files/qc_reports/HP1502401_M3_fastqc.zip
FastQC	all_sections	HP1502401_M4	/scratch/goodier.r/files/qc_reports/HP1502401_M4_fastqc.zip
FastQC	all_sections	HP1502401_M5	/scratch/goodier.r/files/qc_reports/HP1502401_M5_fastqc.zip
FastQC	all_sections	HP1502401_M7	/scratch/goodier.r/files/qc_reports/HP1502401_M7_fastqc.zip
FastQC	all_sections	HP1502401_M8	/scratch/goodier.r/files/qc_reports/HP1502401_M8_fastqc.zip
FastQC	all_sections	HP1502401_N10	/scratch/goodier.r/files/qc_reports/HP1502401_N10_fastqc.zip
FastQC	all_sections	HP1502401_N12	/scratch/goodier.r/files/qc_reports/HP1502401_N12_fastqc.zip
FastQC	all_sections	HP1502401_N15	/scratch/goodier.r/files/qc_reports/HP1502401_N15_fastqc.zip
FastQC	all_sections	HP1502401_N16	/scratch/goodier.r/files/qc_reports/HP1502401_N16_fastqc.zip
FastQC	all_sections	HP1502401_N17	/scratch/goodier.r/files/qc_reports/HP1502401_N17_fastqc.zip
FastQC	all_sections	HP1502401_N18	/scratch/goodier.r/files/qc_reports/HP1502401_N18_fastqc.zip
