Sample	Top overrepresented sequence	Sum of remaining overrepresented sequences
HP1502401_C18	0.566588703705834	4.791180154985441
HP1502401_C20	0.2747852944560969	6.159849104348924
HP1502401_C21	0.5576407700986424	1.3922449343780192
HP1502401_C4	0.47682086813705205	0.9568595852964894
HP1502401_C5	0.42792980713853995	5.667444733195086
HP1502401_C6	0.6695386870739387	5.505990226225126
HP1502401_C7	0.826137098654634	7.475681376910442
HP1502401_C8	0.3550448392374364	5.342515472917354
HP1502401_D1	2.250729586766918	5.970358398101954
HP1502401_D10	0.24113361119964216	0.684562923762127
HP1502401_D12	0.3197108337870095	3.201208872510016
HP1502401_D16	0.5385790902229917	1.3986371258708743
HP1502401_D17	0.349964187602564	3.6405493047559467
HP1502401_D18	0.1992703359684613	0.2982429259444842
HP1502401_D2	0.2370494401531242	1.2344648385172008
HP1502401_D20	0.4649732786218788	1.5583689170780677
HP1502401_D22	0.3787225465117004	3.615579471471646
HP1502401_D24	0.22671373792361454	0.38161607799524216
HP1502401_D3	0.2976672642562502	1.5510031137562512
HP1502401_D4	0.3903468735737106	0.7230716567777271
HP1502401_D5	0.25925120373565863	3.1057156775819426
HP1502401_D6	0.2534663999859732	1.0779271263786807
HP1502401_D8	0.25206332815080473	0.42357575544073484
HP1502401_E10	0.2984051297633795	1.610608575057071
HP1502401_E11	0.1474835433338208	0.5064642178155332
HP1502401_E14	0.48708872501444833	0.8446218922415486
HP1502401_E16	0.17883409932921954	0.28005135122488134
HP1502401_E17	0.24839083685685234	0.36375828736272076
HP1502401_E19	0.4533458329143991	3.0431853917282794
HP1502401_E2	0.15865738719577324	0.14094321289721604
HP1502401_E20	0.19181959785883154	0.6418761316644659
HP1502401_E21	0.17543904422908724	0.9555813277731455
HP1502401_E22	0.5494636661679982	3.691671706400993
HP1502401_E23	0.27529933712317894	0.8127031910695501
HP1502401_E24	0.17544955553684577	0.15942552492279943
HP1502401_E3	0.4052479375121381	9.87081017662505
HP1502401_E5	0.5156093837430824	2.0095545212550903
HP1502401_E6	0.16873015274176742	0.4018561617727985
HP1502401_E7	0.32226625823521926	4.393937103962315
HP1502401_E9	0.1810061656416002	1.5011698714284625
HP1502401_F10	0.39160089141785537	1.4265174333844977
HP1502401_F12	0.20845315821874533	1.1523417350665883
HP1502401_F15	0.4881414287221412	0.962969909388224
HP1502401_F16	1.1669208568302563	2.2150769769743146
HP1502401_F17	0.5516475156972696	1.1691492951361433
HP1502401_F18	0.34199351627779556	1.18128167663577
HP1502401_F19	0.28542116121558797	0.5088820892272257
HP1502401_F20	0.3014472705776732	0.6083885645948094
HP1502401_F21	0.37386851960315803	2.1308378447070315
HP1502401_F22	0.38817065656209443	3.133915286642765
HP1502401_F23	0.23271829213269693	0.5081375844359388
HP1502401_F24	0.5944967995101583	4.867059238984746
HP1502401_G10	0.35926346673642573	0.7329346533549074
HP1502401_G11	0.3627278944638081	1.6411993126091635
HP1502401_G12	0.3611497743472943	4.36793517229744
HP1502401_G18	0.1425816103275829	0.3545449672008303
HP1502401_G2	5.2533479989621705	17.989382202993298
HP1502401_G20	0.16823957241037676	0.9029103964555801
HP1502401_G21	3.5428688912607287	13.00096833678322
HP1502401_G22	0.4167860433782706	1.2658448386672139
HP1502401_G23	0.38152029155869754	0.7592120977013852
HP1502401_G24	0.3843265009018524	2.6116789441101274
HP1502401_G4	0.7640137057724423	5.739653998295668
HP1502401_G5	0.8642148272018236	8.057632476332538
HP1502401_G6	0.5405852939725241	4.852974013603281
HP1502401_G7	0.18996581090912548	1.3259566050565617
HP1502401_G8	0.2295302858288477	0.5174339045558708
HP1502401_H1	1.0140249442471299	2.0303626001486745
HP1502401_H10	1.1041137555169356	1.9528007611511984
HP1502401_H11	0.44129065986023236	2.1964589115342923
HP1502401_H12	0.3302002207260756	2.1986057485154324
HP1502401_H15	0.2567444646939241	0.544799229960278
HP1502401_H16	0.30547622283142767	0.9670231679007382
HP1502401_H18	0.11839011622748648	0.0
HP1502401_H19	0.4893653029750455	3.991974218338447
HP1502401_H2	0.16968360607413963	0.3388884595313833
HP1502401_H20	0.17984196976767353	1.004283699396507
HP1502401_H21	0.2739179791547393	0.536180782450806
HP1502401_H22	0.5354921416162334	5.3928107781412535
HP1502401_H23	0.1818741644976276	0.2995377604042158
HP1502401_H24	0.21381317465518976	1.7703897721937196
HP1502401_H3	0.2387862598522298	0.535362246383549
HP1502401_H4	0.5215670186718095	7.915589121897796
HP1502401_H5	0.37924438410383454	1.2933821581166427
HP1502401_H6	0.3310239337772179	4.615439985603743
HP1502401_H8	0.2880449367020194	0.6128885657580414
HP1502401_I1	0.3608191073844936	4.18889932814522
HP1502401_I10	0.6298373084820724	1.5506041699573525
HP1502401_I11	0.8479750414485315	11.489240580348236
HP1502401_I12	0.13200833774248874	0.31719286533551594
HP1502401_I14	0.130558457401611	0.11426326532018821
HP1502401_I15	0.20001671347651212	0.3173743855072359
HP1502401_I16	0.455368906455863	1.0048583662714097
HP1502401_I17	1.0820930804289037	2.0580948958944
HP1502401_I18	0.22852003818553007	0.7258777501957769
HP1502401_I2	0.569270735567776	0.9779066255404383
HP1502401_I21	0.3954494910615003	0.8370199298605765
HP1502401_I22	0.7898149439310429	1.3864950112939587
HP1502401_I23	0.24103053984566997	2.1174934714628697
HP1502401_I24	0.6440077726522521	5.357844501277342
HP1502401_I4	0.1862454058661816	0.2959822700343301
HP1502401_I6	0.24539979002044537	0.46947007791346634
HP1502401_I8	0.19608646479352324	0.8915359820568498
HP1502401_I9	0.21421255592204025	2.538823364074042
HP1502401_J1	0.2504606680717288	1.1655417338780893
HP1502401_J10	0.3726331575185353	1.9309066530873482
HP1502401_J11	0.3799335807914435	4.678529067105534
HP1502401_J12	0.8013072503375537	1.6778766262192724
HP1502401_J15	0.46269600704794644	0.7124736644434733
HP1502401_J16	1.8246799339455748	4.208762877118909
HP1502401_J17	0.17029034088204195	0.25925710784195977
HP1502401_J18	0.18118819330084346	0.42657594021416567
HP1502401_J19	0.30782562235237865	0.5926182014919845
HP1502401_J2	0.18522899656553274	0.5266576380726001
HP1502401_J20	0.2352027707203926	1.988487841241532
HP1502401_J21	0.3755076549794605	1.42873807246343
HP1502401_J22	0.42851625947542826	3.987072608720703
HP1502401_J23	0.2789740363690667	2.604334810686141
HP1502401_J24	0.0	0.0
HP1502401_J4	0.10378207720708145	0.10091192548042426
HP1502401_J6	0.20695719695448347	1.1020846251831447
HP1502401_J8	0.2616872172447441	1.3958018229024955
HP1502401_K10	0.17546768965266632	0.28757427764128063
HP1502401_K14	0.2994264278811539	3.602381810090907
HP1502401_K16	0.28212517093965994	0.6076106458671463
HP1502401_K17	0.6635438459037982	1.1825599906648776
HP1502401_K19	0.6013077124487243	7.423977395048439
HP1502401_K2	0.19269970051508165	0.3183800256932934
HP1502401_K20	0.4957357484223589	1.6597136042387275
HP1502401_K21	0.35071077721322735	0.7745690798005185
HP1502401_K22	0.296495033378752	0.5024866050132699
HP1502401_K23	0.3983787627156494	5.5924472314986176
HP1502401_K24	0.3800012303607582	1.9079603949222934
HP1502401_K3	0.19517557178644507	0.6266912904306984
HP1502401_K5	0.2660861257343421	0.5169785891962115
HP1502401_K6	0.2703597324266174	1.8446473800979202
HP1502401_K9	0.2517362215645208	0.8298744627192703
HP1502401_L1	0.21936926408511187	2.118082053679293
HP1502401_L10	0.4783662721303982	2.87617525771182
HP1502401_L11	0.4069024200410532	4.573619495828141
HP1502401_L12	0.40652030844319187	4.227686035757804
HP1502401_L13	0.129808827000236	0.24887759783395608
HP1502401_L14	0.2740370795070808	3.1366057730478083
HP1502401_L15	0.22810749018121906	0.9788713028866953
HP1502401_L16	0.6109401357215519	1.440979152448525
HP1502401_L17	0.161582325052272	1.0006917078566353
HP1502401_L18	0.13321074083995163	0.4320902744092996
HP1502401_L2	0.3213006359984176	2.952911313330704
HP1502401_L20	0.14316867030382177	0.35454829255351383
HP1502401_L21	0.21813520806231054	1.1089336868967492
HP1502401_L22	0.555658818105448	1.054371377078994
HP1502401_L23	0.3072020541271679	0.8469659388399859
HP1502401_L3	0.33647510552474735	0.6756259574154967
HP1502401_L4	0.16229188601429384	0.2722446387889779
HP1502401_L5	0.6545293898809524	1.1680385044642856
HP1502401_L7	0.4780984811527582	1.3702308254453672
HP1502401_M1	0.29134857964894173	1.5781440803201057
HP1502401_M11	0.11620076917827708	0.10094338286511827
HP1502401_M12	0.3616872987084651	0.9661339864452259
HP1502401_M14	0.2440565891503855	0.5243552486823387
HP1502401_M15	0.321577162772632	2.6535364739886416
HP1502401_M16	0.2512080313063645	0.5286945911253917
HP1502401_M17	0.6438174007520572	1.1173538379141912
HP1502401_M18	0.42483108828832844	0.8431636787799104
HP1502401_M19	0.2373759605083584	0.4952132866219251
HP1502401_M2	0.5301334658026495	3.1490453754603016
HP1502401_M20	0.5598427650935315	3.6847667980948655
HP1502401_M21	0.3728496200430362	0.7369171773878631
HP1502401_M22	0.30191861245657514	0.5634104509244607
HP1502401_M23	0.4187704163036409	0.8112534790253496
HP1502401_M24	0.21891309559122185	1.107831860515902
HP1502401_M3	0.22998078155028828	0.5494341234251547
HP1502401_M4	0.26190458475068673	3.313377087813117
HP1502401_M5	0.17397240483351034	0.6952830594439721
HP1502401_M7	0.21202930531729505	0.45088295869163586
HP1502401_M8	0.17921039540166503	1.1943649333291093
HP1502401_N1	0.3515824411098344	2.026774387963989
HP1502401_N10	0.11294700662638651	0.11263432650961092
HP1502401_N12	0.4060564615521325	5.499985189821414
HP1502401_N15	0.2396893166126225	2.074165787425537
HP1502401_N16	0.15716539861581966	0.24423648757726782
HP1502401_N17	0.2596860211652073	1.7747297734802765
HP1502401_N18	0.1566809841223191	0.38134378515625933
HP1502401_N19	0.2017593998924972	0.8818721500473201
HP1502401_N2	0.1014090750962832	0.10128593110709523
HP1502401_N20	0.10890167696752535	0.10673284453546238
HP1502401_N21	0.4822433883496312	1.586401439952505
HP1502401_N23	0.37136934904100966	4.520557290163461
HP1502401_N3	0.30627532683166936	1.705467590161536
HP1502401_N7	0.16544838740414325	1.4499317540870207
HP1502401_N8	0.43277764335406205	2.763531807496604
HP1502401_O1	0.4803806183732093	2.09556006666614
HP1502401_O10	0.0	0.0
HP1502401_O14	0.0	0.0
HP1502401_O16	0.4429852191755155	3.164047951896971
HP1502401_O18	0.28888262485238064	1.7304861445039528
HP1502401_O2	0.2894278340807266	2.9238455457815764
HP1502401_O20	0.19060092803286083	0.9755302043863694
HP1502401_O21	0.2915873223416251	0.6356721598991733
HP1502401_O22	0.2951875092763137	1.8857255476370647
HP1502401_O23	0.20884259049688408	0.3304513150151645
HP1502401_O7	0.2575042890529375	0.8836346679764369
HP1504101T2D_A10	0.319586852702326	1.485979159502449
HP1504101T2D_A12	0.33479320062787127	1.6079332830737427
HP1504101T2D_A13	0.3084071672939336	3.540135570230953
HP1504101T2D_A14	1.6648485181435528	6.5627313561295155
HP1504101T2D_A15	0.3572009563481304	1.80365285548791
HP1504101T2D_A17	0.19152979204177484	0.2802224620853328
HP1504101T2D_A18	0.5623712784744247	2.388938066875142
HP1504101T2D_A19	0.23195036635741784	0.5670752443252645
HP1504101T2D_A20	0.6755570400169747	2.004137300734408
HP1504101T2D_A22	1.0173059643498956	7.936048982466365
HP1504101T2D_A23	0.11982798027720205	0.10367339330649779
HP1504101T2D_A24	0.26003720369806277	4.15687742425017
HP1504101T2D_A4	0.45634230236100104	1.273828832340472
HP1504101T2D_A5	0.19743945519405895	0.2793016739536218
HP1504101T2D_A6	0.3013339402206969	1.687164826029363
HP1504101T2D_A8	0.41818395514812995	0.9274942594470446
HP1504101T2D_B10	0.3243104547871258	2.7875402612494034
HP1504101T2D_B11	0.47925491473878573	1.1461530986148984
HP1504101T2D_B12	0.2294691777052305	1.6613853359871642
HP1504101T2D_B13	0.46595118970324256	1.049605399756261
HP1504101T2D_B14	1.5326397627866455	11.434488661548102
HP1504101T2D_B16	0.38154686433239055	0.7726128937871843
HP1504101T2D_B17	0.6271236701591748	1.5133734453486323
HP1504101T2D_B18	0.3904805711569273	1.8237648995545541
HP1504101T2D_B20	1.4619802199191103	8.40258468149646
HP1504101T2D_B21	0.39946344884396606	0.933565616198947
HP1504101T2D_B22	0.2625369001718701	2.0457526515718123
HP1504101T2D_B4	0.6257425521669043	3.422479877882125
HP1504101T2D_B5	0.2865000063001651	0.6704950669707548
HP1504101T2D_B6	0.6187115043263459	6.060989263087784
HP1504101T2D_B7	0.3727745779362124	0.7713049047607108
HP1504101T2D_B8	0.2890002393766524	0.6915026667634931
HP1504101T2D_C1	0.0	0.0
HP1504101T2D_C10	0.4613009537538034	10.902014067782389
HP1504101T2D_C11	0.18181041994691335	1.159543665890708
HP1504101T2D_C12	0.4629539237189041	1.064533694324584
HP1504101T2D_C14	0.5657880246810189	1.381366846272492
HP1504101T2D_C15	0.12652576439454227	0.224934692256964
HP1504101T2D_C16	0.2947265813539196	1.2578871087835406
HP1504101T2D_C17	0.13317243034753073	0.12100606016763288
HP1504101T2D_C18	0.40734607429242214	2.6187585395634323
HP1504101T2D_C20	0.4410782614973648	0.9540376146126635
HP1504101T2D_C21	0.16711135672201546	0.3852253528018351
HP1504101T2D_C22	0.41690347282462387	0.9409773114773714
HP1504101T2D_C24	1.4222366924685426	4.6398666495469385
HP1504101T2D_C4	0.5988698443689339	1.297864218621911
HP1504101T2D_C9	0.3724447819758243	7.645613146847246
HP1504101T2D_D12	0.24972469221326404	0.5519491229806375
HP1504101T2D_D13	0.3729200002344487	0.8315603148646352
HP1504101T2D_D15	0.7586784429445863	2.2073891077929275
HP1504101T2D_D16	1.3783903496078413	8.467225367029625
HP1504101T2D_D17	0.6004910223815776	1.419522700861074
HP1504101T2D_D18	0.5566281447970565	3.3092768866291165
HP1504101T2D_D19	0.29105496077705734	0.6408729870959864
HP1504101T2D_D2	0.38792496523017705	1.216590479271323
HP1504101T2D_D21	0.49449379486690304	1.393787136199179
HP1504101T2D_D23	0.5269785099629437	1.214296555797071
HP1504101T2D_D24	0.4311754882885546	7.406945129100312
HP1504101T2D_D5	0.5440816767298274	1.2009217778402173
HP1504101T2D_D6	0.5371215232845897	1.0870509326938222
HP1504101T2D_D7	0.3491769605190133	0.7470228990985335
HP1504101T2D_D8	0.46584215605907936	4.638962543629017
HP1504101T2D_D9	0.48545060192663037	0.9830831512039918
HP1504101T2D_E11	0.2027153653608148	1.7690510694279253
HP1504101T2D_E14	0.46207917014353117	1.719458136483347
HP1504101T2D_E15	0.4900275006229641	3.474842962309827
HP1504101T2D_E16	0.4107277758603773	1.2592175313380627
HP1504101T2D_E18	0.48889773309437845	1.9557119017535116
HP1504101T2D_E19	0.17814109864437247	0.2616636522556638
HP1504101T2D_E20	0.43755957103074905	1.214158151262183
HP1504101T2D_E21	0.12644945429288662	0.23511476606617565
HP1504101T2D_E22	0.473614202310409	1.055344541008778
HP1504101T2D_E23	0.1652962694686819	0.8702451561282971
HP1504101T2D_E24	0.26920649066131963	1.007352122089785
HP1504101T2D_E4	0.58097933315503	1.2823133871697245
HP1504101T2D_E6	0.7163570308478674	2.7885179377296834
HP1504101T2D_E7	0.3896603627340327	1.381581545361958
HP1504101T2D_E8	0.9046728318444837	2.7910624068168253
HP1504101T2D_E9	0.18904657842113268	1.1952484199118592
HP1504101T2D_F1	0.10010554160072455	0.1000029744474451
HP1504101T2D_F10	0.27745525207294847	4.750968582911905
HP1504101T2D_F11	0.5552676220983728	1.8156931598426438
HP1504101T2D_F12	0.5136692398673073	1.1930483013442987
HP1504101T2D_F13	0.43785842186303314	0.9415236982064564
HP1504101T2D_F14	0.412561064729431	0.9209676670149382
HP1504101T2D_F15	0.3042641050003793	0.6578058446742943
HP1504101T2D_F16	0.22428647125492326	2.4692733502974016
HP1504101T2D_F17	0.5183953621437534	2.648851739318668
HP1504101T2D_F18	0.10664285283453853	0.0
HP1504101T2D_F19	0.31580845285701437	1.7651536634684193
HP1504101T2D_F2	0.1531643523527761	0.7398117273663998
HP1504101T2D_F20	0.4525082290581881	2.4066846205162573
HP1504101T2D_F21	1.9240710326336234	6.886998910353473
HP1504101T2D_F22	0.3107913338954289	0.7869338177515686
HP1504101T2D_F24	1.1885087742555065	3.778880512815981
HP1504101T2D_F3	0.4093282734909669	0.8984463689144044
HP1504101T2D_F5	0.7881399957434306	2.326024995997966
HP1504101T2D_F7	0.2200864923390701	0.32466101801608993
HP1504101T2D_F8	1.2400793650793651	12.28264164462081
HP1504101T2D_F9	0.734729672911155	2.3277336216040734
HP1504101T2D_G1	0.2620721267643859	0.5700804914784843
HP1504101T2D_G10	0.26773073011769866	0.5545599145291316
HP1504101T2D_G12	0.302098700804264	0.9019178603721507
HP1504101T2D_G14	0.6191017961798433	1.6944937653209344
HP1504101T2D_G16	0.5525551934969755	1.2264175962180894
HP1504101T2D_G17	0.20042666238547865	0.33953140297139517
HP1504101T2D_G19	0.3083069195637424	0.6013731784625667
HP1504101T2D_G2	0.3751459538057872	0.8493458015711005
HP1504101T2D_G21	0.2125880807356981	1.5130959682757532
HP1504101T2D_G22	0.2307920183152424	0.47293446376074266
HP1504101T2D_G23	0.397663108620109	0.7882535282647603
HP1504101T2D_G24	0.45355287499553065	1.0210347008780165
HP1504101T2D_G3	0.42677109601623864	1.6619234215235537
HP1504101T2D_G4	0.6063030296237348	1.4036387989105459
HP1504101T2D_G5	1.1002378892733564	10.832418374589654
HP1504101T2D_G8	0.4770778824290013	1.8201761050773189
HP1504101T2D_G9	0.14026433052173748	0.2483515454479343
HP1504101T2D_H1	0.6599838644925599	2.4763457621946756
HP1504101T2D_H13	1.48057046342186	10.231799452576068
HP1504101T2D_H14	0.45363531752210834	2.126161144238715
HP1504101T2D_H15	0.5185241421196477	1.092553227384688
HP1504101T2D_H17	0.468586222327674	1.0352625998996874
HP1504101T2D_H18	0.27200941602935325	0.6033755507419359
HP1504101T2D_H2	0.702280640490464	2.2613538901219004
HP1504101T2D_H20	0.4227227367657608	0.8289018473274764
HP1504101T2D_H21	0.42787865024964983	0.8967625829445087
HP1504101T2D_H22	0.18603611807661544	0.33791716760010226
HP1504101T2D_H23	0.5932154061835724	5.502820785054961
HP1504101T2D_H24	0.2817085682629876	2.0494256937756647
HP1504101T2D_H4	1.0954182066486085	3.2184851308187663
HP1504101T2D_H5	0.390495405855223	3.7206362524806176
HP1504101T2D_H6	0.4341373894513032	1.0604497230419923
HP1504101T2D_H7	0.4323017446392605	0.9271240161920251
HP1504101T2D_H9	0.4057681843906683	0.8355495498347184
HP1504101T2D_I1	0.18956799033322047	0.4414201816085107
HP1504101T2D_I10	0.7405124314413518	2.2013407024550276
HP1504101T2D_I11	0.5655304392393187	4.515150387904489
HP1504101T2D_I13	0.41842125332624286	15.230636680497241
HP1504101T2D_I14	0.36078283161064295	0.7797484217305144
HP1504101T2D_I15	0.2544060120858629	1.314302539152868
HP1504101T2D_I16	0.48706415516779156	2.0913070374570415
HP1504101T2D_I17	0.11469425959241028	0.20765275390541973
HP1504101T2D_I18	0.4064184266427907	2.086983491628775
HP1504101T2D_I19	0.2782243755350132	4.375716996464625
HP1504101T2D_I2	0.9888235448653233	2.3504145196338566
HP1504101T2D_I20	0.3511634422728739	0.7777471701696682
HP1504101T2D_I21	1.0334371931719617	2.468933775777224
HP1504101T2D_I22	0.3356805463063317	1.3958601405576303
HP1504101T2D_I23	0.21583623086324902	0.3437076093060527
HP1504101T2D_I24	0.3137042709736456	1.077328726093147
HP1504101T2D_I4	1.3566203526449565	12.544742589219794
HP1504101T2D_I5	0.16006667960134785	0.23703133228536016
HP1504101T2D_I6	0.3612982896407956	0.9248971303480883
HP1504101T2D_I8	0.49588788905363407	1.106790645959389
HP1504101T2D_J1	0.661193347106326	1.3827805699148803
HP1504101T2D_J11	0.3412231627372454	3.8476935045588414
HP1504101T2D_J12	0.9994614107477487	8.73333600402384
HP1504101T2D_J13	0.34978041229691137	1.1044836034636605
HP1504101T2D_J15	0.46534591479066173	1.1160535623291703
HP1504101T2D_J16	0.11872646874036014	0.11639457962368638
HP1504101T2D_J2	0.4428335791314427	1.0187554212873735
HP1504101T2D_J20	0.1531822097479758	0.4587991710688839
HP1504101T2D_J22	0.22640086485434474	2.454297891233314
HP1504101T2D_J24	0.3579189898134425	0.9583715623309101
HP1504101T2D_J3	0.24521098018563622	2.2108759572553924
HP1504101T2D_J4	1.7443953930007152	9.026191826768935
HP1504101T2D_J5	0.5570440035641007	1.2743090467665596
HP1504101T2D_J6	0.6202797470443224	1.6253010891600375
HP1504101T2D_J7	0.7933045809668502	1.4161292610126077
HP1504101T2D_J8	3.807340395003242	10.995689115293573
HP1504101T2D_J9	0.8924226754517348	3.0334102772284472
HP1504101T2D_K1	0.7792207792207793	4.5021645021645025
HP1504101T2D_K10	0.437834934906776	0.941896261780317
HP1504101T2D_K11	1.4184397163120568	8.776595744680852
HP1504101T2D_K12	0.5187395288648377	1.1137434029313091
HP1504101T2D_K13	0.684931506849315	6.278538812785388
HP1504101T2D_K14	1.351832036993567	6.086628426923736
HP1504101T2D_K15	0.6903876792352629	6.638343069569835
HP1504101T2D_K16	3.0160362394816786	11.851762238890233
HP1504101T2D_K17	0.3250278341479592	1.1664679453266267
HP1504101T2D_K18	0.41505492444456416	0.8872051586804041
HP1504101T2D_K19	0.2042692528871202	1.6528340764976877
HP1504101T2D_K2	0.5345215307335939	1.2527935511664254
HP1504101T2D_K20	0.3581499798575457	0.8875965337836101
HP1504101T2D_K21	0.996934675164627	10.752462269558286
HP1504101T2D_K22	0.42567588716011884	0.9676574759824502
HP1504101T2D_K23	0.3775679612144916	1.103624937615221
HP1504101T2D_K24	0.31541857750730323	1.4518272125662446
HP1504101T2D_K3	0.622568093385214	4.902723735408561
HP1504101T2D_K4	0.3622430704952936	0.9650360073950311
HP1504101T2D_K5	0.8398656215005599	9.014557670772676
HP1504101T2D_K6	2.2757211062735005	13.765337423312882
HP1504101T2D_K7	0.9906759906759907	7.925407925407924
HP1504101T2D_K8	0.5833391799064973	1.73681491450184
HP1504101T2D_K9	0.7000000000000001	2.8
HP1504101T2D_L1	0.5084702192745687	1.1555615536875659
HP1504101T2D_L10	0.25375572094073584	1.6578317756281598
HP1504101T2D_L11	0.32917098008201784	7.83612427967815
HP1504101T2D_L12	4.292662768814952	19.088025553824416
HP1504101T2D_L13	1.0072931524483737	3.0274215142649625
HP1504101T2D_L14	0.19443337591744272	0.9555110758203417
HP1504101T2D_L15	0.681679672350527	2.2091194633503948
HP1504101T2D_L16	2.2923408845738944	9.951456310679612
HP1504101T2D_L17	0.8788228377463977	2.8202383461454557
HP1504101T2D_L18	0.2611096111317712	2.805810410535855
HP1504101T2D_L19	0.10698688905045525	0.10352016717303275
HP1504101T2D_L2	0.4391343819467987	2.016434547361667
HP1504101T2D_L20	4.679124602177231	20.198905863151175
HP1504101T2D_L21	0.317738554017729	1.2927566048732961
HP1504101T2D_L22	1.8814805540164132	6.220864662532318
HP1504101T2D_L23	0.35831865517480627	0.7846753310698755
HP1504101T2D_L24	0.21309269487403146	1.0391070367206137
HP1504101T2D_L3	0.32091121456397065	1.5228286840640757
HP1504101T2D_L4	0.5105812486533583	1.0614982708576213
HP1504101T2D_L5	0.28327974276527335	2.3628617363344055
HP1504101T2D_L6	4.3507734023541005	16.20139274049424
HP1504101T2D_L7	0.5119122957083592	1.2033995612621866
HP1504101T2D_L8	0.4390345072692638	1.5978346201173217
HP1504101T2D_L9	1.0951296778295196	6.197801481256079
HP1504101T2D_M1	0.31154598732465844	1.3760146564972904
HP1504101T2D_M10	0.3554700436846504	0.77617793478318
HP1504101T2D_M11	2.462124536980145	13.639555500939206
HP1504101T2D_M12	2.6439915519030444	9.743330119243382
HP1504101T2D_M13	4.136786408016539	20.482343566977676
HP1504101T2D_M14	1.9403196375762914	10.851475492355124
HP1504101T2D_M15	0.3994455738008241	1.0290287798939453
HP1504101T2D_M16	1.8888260338821568	10.730342096644534
